"uri"|"id"|"source"|"lon"|"lat"|"the_geom"|"length_m"|"area_m2"|"category"|"generic_category"|"name"|"description"|"phone"|"fax"|"email"|"homepage"|"street"|"street_num"|"postCode"|"locality"|"country"|"open_hours"|"wikipedia"|"image"|"confScore"|"attrGain"
"http://slipo.eu/id/poi/527d1281-4271-389f-af5c-96578a52655a"|"N5638381335"|"OpenStreetMap"|"19.843284"|"39.6623865"|"SRID=4326;POINT (19.843284 39.6623865)"|""|""|"CAFE"|"EAT/DRINK"|"CAFé Mé"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/9fba277b-4e7e-3c89-b35e-66dd096fe993"|"2286"|"GET"|"19.915981288286687"|"39.61226715165352"|"SRID=4326;MULTIPOINT ((19.915981288286687 39.61226715165352))"|""|""|"Accommodation"|"ACCOMMODATION"|"Bretagne; Bretagne"|""|"2661030724"|"2661028027"|"brhotel@otenet.gr"|"http://www.corfuhotelbretagne.com"|"Εθνικού Σταδίου"|"27"|"49100"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/ed48d776-e09f-3d51-bda6-d932d083b629"|"1640"|"GET"|"19.912705023477546"|"39.73135291202617"|"SRID=4326;MULTIPOINT ((19.912705023477546 39.73135291202617))"|""|""|"Accommodation"|"ACCOMMODATION"|"Ενοικιαζόμενα Δωμάτια; ROOMS TO LET"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/1b49fc6f-1474-3136-b3fe-9be9feb68a00"|"N3288633032"|"OpenStreetMap"|"20.1071817"|"39.3642724"|"SRID=4326;POINT (20.1071817 39.3642724)"|""|""|"RUINS"|"TOURISM"|"Μοναστήρι Παναγίας"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/14908e8a-a2cd-3e99-b6b8-44eb813d03af"|"1525"|"GET"|"19.84648467771971"|"39.70817622594835"|"SRID=4326;MULTIPOINT ((19.84648467771971 39.70817622594835))"|""|""|"Car"|"AUTOMOTIVE"|"Χώρος Στάθμευσης; PARKING"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/7aa43d04-5ad9-3c45-8794-d48cc8cc84ae"|"N1771624479"|"OpenStreetMap"|"20.0037269"|"39.4472103"|"SRID=4326;POINT (20.0037269 39.4472103)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Νότος"|""|""|""|""|""|""|""|"49080"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/9e8c2d0c-9ae6-3d62-9861-8e74178473ed"|"N2009608935"|"OpenStreetMap"|"20.0830281"|"39.4214436"|"SRID=4326;POINT (20.0830281 39.4214436)"|""|""|"SCHOOL"|"EDUCATION"|"Δημοτικό Ωδείο Λευκίμμης"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/9a357a29-d3b8-3235-ad4f-73d377b68f62"|"N4226448491"|"OpenStreetMap"|"19.6961113"|"39.7586373"|"SRID=4326;POINT (19.6961113 39.7586373)"|""|""|"HOSPITAL"|"HEALTH"|"Corfu Naturopathy"|"by appointment only"|"+306931091551"|""|"cgrassnick@gmail.com"|"http://www.greencorfu.com/naturopathy-corfu-colleen-grassnik/"|"Kounavades"|""|""|""|""|"Mo-Sa 10:00-13:00, 15:00-18:00"|""|""|""|"1.0"
"http://slipo.eu/id/poi/eac5a960-f445-3b7a-8bee-c721db402425"|"1727"|"GET"|"19.85009553684481"|"39.66419562814242"|"SRID=4326;MULTIPOINT ((19.85009553684481 39.66419562814242))"|""|""|"Accommodation"|"ACCOMMODATION"|"Νεφέλη Ξενοδοχείο; Nefeli Hotel"|""|"2661091033"|"2661090290"|"hotelnefeli@web.de"|"http://www.hotelnefeli.com"|"Λίμνη"|""|"49100"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/04de2f1b-92ae-3c46-ad2c-57185f1f9bef"|"N2951442197"|"OpenStreetMap"|"19.8526165"|"39.5468167"|"SRID=4326;POINT (19.8526165 39.5468167)"|""|""|"BAR"|"EAT/DRINK"|"Robin's Nest"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/61a0fb6b-0dde-35c6-aed7-159d2c43c0af"|"N921435432"|"OpenStreetMap"|"19.901607"|"39.7276965"|"SRID=4326;POINT (19.901607 39.7276965)"|""|""|"SUPERMARKET"|"SHOP"|"Aphrodite's"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/a106a5f2-7d5b-32dc-ba39-1e1cc5101edc"|"2287"|"GET"|"19.919024853273974"|"39.6227058013017"|"SRID=4326;MULTIPOINT ((19.919024853273974 39.6227058013017))"|""|""|"Accommodation"|"ACCOMMODATION"|"Hermes; Hermes"|""|"2661039321"|"2661031747"|"mail@hermes-hotel.gr"|"http://www.hermes-hotel.gr"|"Μαρκορά Γεράσιμου"|"14"|"49100"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/02c9bc10-7ffd-3f01-b1ea-935a067a2eb9"|"2366"|"GET"|"20.099661155693916"|"39.36674700884863"|"SRID=4326;MULTIPOINT ((20.099661155693916 39.36674700884863))"|""|""|"Tourism"|"TOURISM"|"Παραλία Κάνουλα; KANOULA BEACH"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/66c29234-68ea-3dfc-bc46-d3af2c0b2b23"|"2068"|"GET"|"19.917096712195008"|"39.59001127910662"|"SRID=4326;MULTIPOINT ((19.917096712195008 39.59001127910662))"|""|""|"Religion"|"RELIGIOUS"|"PANAGIAS VLACHERNON (PODIKONISSI); Παναγίας Βλαχερνών (Ποντικονήσι)"|""|"0"|""|""|""|"VLACHERNON; Βλαχερνων"|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/118fbede-98ad-39a4-8dce-0ccc76fb7ff4"|"W425387343"|"OpenStreetMap"|"19.957911332839195"|"39.42444344118417"|"SRID=4326;MULTIPOLYGON (((19.9577582 39.424521, 19.9577025 39.4244204, 19.9579879 39.4243101, 19.9580899 39.4245261, 19.9579561 39.424567, 19.9579165 39.424501, 19.9578689 39.4245179, 19.9578512 39.424488, 19.9577582 39.424521)))"|"102.55246988840906"|"512.8135962893318"|"RESTAURANT"|"EAT/DRINK"|"Napoleon"|""|""|""|""|""|""|""|""|""|""|"Mo-Su 11:00-00:00"|""|""|""|"1.0"
"http://slipo.eu/id/poi/11b70abe-107a-3971-9442-793b9b0af877"|"W592353920"|"OpenStreetMap"|"19.948859440153225"|"39.42834250862053"|"SRID=4326;MULTIPOLYGON (((19.9492572 39.4286484, 19.9489711 39.4287531, 19.9489665 39.4287444, 19.9487113 39.4283728, 19.948665 39.4283945, 19.9486089 39.4283349, 19.9485976 39.4283165, 19.9486352 39.428303, 19.9486264 39.4282824, 19.9485844 39.4282185, 19.9485645 39.4281898, 19.9484662 39.4280477, 19.9486724 39.4279674, 19.948697 39.4279578, 19.9487322 39.4279441, 19.9488316 39.4280355, 19.9489657 39.4282136, 19.9492072 39.4285819, 19.9492303 39.4286121, 19.9492527 39.4286412, 19.9492572 39.4286484)))"|"241.75164725275746"|"2523.9286631388063"|"HOTEL"|"ACCOMMODATION"|"Tzevenos"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/4e54c984-8330-3586-93ef-517e6cd14d68"|"N4413565680"|"OpenStreetMap"|"19.6500724"|"39.7408766"|"SRID=4326;POINT (19.6500724 39.7408766)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Vinceremo"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/8d1fab99-0541-3956-a0bb-b5a78b1b0e9b"|"N5392313725"|"OpenStreetMap"|"19.8225268"|"39.6788092"|"SRID=4326;POINT (19.8225268 39.6788092)"|""|""|"CASTLE2"|"TOURISM"|"Πύργος Γαρούφα"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/58c8699e-091d-3e99-b774-3ba6c6428f6d"|"N1827940544"|"OpenStreetMap"|"19.9577759"|"39.4566835"|"SRID=4326;POINT (19.9577759 39.4566835)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Χλομός"|""|""|""|""|""|""|""|"49080"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/0dfba58c-d354-3528-ac94-134fc12f8953"|"1661"|"GET"|"19.878897005919306"|"39.722381884037624"|"SRID=4326;MULTIPOINT ((19.878897005919306 39.722381884037624))"|""|""|"Accommodation"|"ACCOMMODATION"|"MOUSTAKI; Moustaki"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/590d2ef6-4965-31dd-8891-215895bcb981"|"1526"|"GET"|"19.895219355159703"|"39.794318193422775"|"SRID=4326;MULTIPOINT ((19.895219355159703 39.794318193422775))"|""|""|"Car"|"AUTOMOTIVE"|"Χώρος Στάθμευσης; PARKING"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/33fb98a6-2cb3-3406-b013-5aef3bde46e8"|"N485174320"|"OpenStreetMap"|"19.6437386"|"39.7550201"|"SRID=4326;POINT (19.6437386 39.7550201)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Agios Stefanos; Άγιος Στέφανος"|""|""|""|""|""|""|""|"49081"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/4c566746-1840-3320-ab8f-eec9f5fa4972"|"N5008381915"|"OpenStreetMap"|"19.9130309"|"39.5793879"|"SRID=4326;POINT (19.9130309 39.5793879)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Restaurant 'Zeffiros'"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/f44b8c33-9811-312d-9698-7b052a6b7dad"|"N4988069025"|"OpenStreetMap"|"19.9194456"|"39.6257311"|"SRID=4326;POINT (19.9194456 39.6257311)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Πιτονοστιμιές"|""|""|""|""|"https://www.tripadvisor.ru/Restaurant_Review-g662629-d6993821-Reviews-Pitonostimies-Corfu_Town_Corfu_Ionian_Islands.html?m=19904"|"Νικολάου Πολίτη"|"131-133"|""|""|""|"Mo-Su 09:00-01:00"|""|""|""|"1.0"
"http://slipo.eu/id/poi/12cece7c-e3d9-312f-a923-ae937b886d59"|"4048"|"GET"|"19.89280887690281"|"39.72570351588797"|"SRID=4326;MULTIPOINT ((19.89280887690281 39.72570351588797))"|""|""|"ATM"|"BUSINESS"|"Τράπεζα Πειραιώς - Super Market Αφροδίτη, Νησάκι; Piraeus Bank - Super Market Afroditi, Nessaki"|""|"0"|""|""|"http://www.piraeusbank.gr"|"Σκριπερό"|""|"49083"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/5cca4cf8-edd1-3e35-91ec-5d68551bb646"|"N1424565166"|"OpenStreetMap"|"19.9418653"|"39.4279849"|"SRID=4326;POINT (19.9418653 39.4279849)"|""|""|"BAR"|"EAT/DRINK"|"Mango"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/ea10a3ae-4725-367f-9eb2-3e38621b45fb"|"2151"|"GET"|"19.918686904431848"|"39.62576028985796"|"SRID=4326;MULTIPOINT ((19.918686904431848 39.62576028985796))"|""|""|"Public Services"|"PUBLIC SERVICE"|"ΟΑΕΔ Κέρκυρας; MANPOWER EMPLOYMENT ORGANIZATION OF CORFU"|""|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/f4d69008-a9e7-3b92-916e-88c0577d5679"|"W191006760"|"OpenStreetMap"|"20.086604081024394"|"39.43482068320579"|"SRID=4326;MULTIPOLYGON (((20.0866107 39.4357638, 20.0862689 39.4354528, 20.0864299 39.4349294, 20.0868442 39.4337759, 20.0870017 39.4338333, 20.0865952 39.4349639, 20.0866107 39.4357638)))"|"472.00597243160604"|"3663.4204265032026"|"BEACH"|"NATURAL ATTRACTION"|"Παραλία Μπούκα"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/cb0bbf4b-01f5-3bd3-8ee8-55af36abd72c"|"N4652872154"|"OpenStreetMap"|"19.6517155"|"39.7454416"|"SRID=4326;POINT (19.6517155 39.7454416)"|""|""|"GIFT"|"SHOP"|"The little shop"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/a7c38f67-39fa-31c1-a53c-588be1d16071"|"N1771624474"|"OpenStreetMap"|"19.9798592"|"39.4406565"|"SRID=4326;POINT (19.9798592 39.4406565)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Νεοχωράκι"|""|""|""|""|""|""|""|"49080"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/16f282d2-aff7-3178-bf16-ff4110613e2a"|"N1771624439"|"OpenStreetMap"|"19.9493754"|"39.460422"|"SRID=4326;POINT (19.9493754 39.460422)"|""|""|"VILLAGE"|"SETTLEMENTS"|"Άγιος Δημήτριος"|""|""|""|""|""|""|""|"49080"|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/17795eaa-43f2-35b2-a780-cf95d9220c4c"|"N5094588786"|"OpenStreetMap"|"19.918656"|"39.6205371"|"SRID=4326;POINT (19.918656 39.6205371)"|""|""|"PUB"|"EAT/DRINK"|"Kerkyra club gate 13"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/30df9083-e0b5-332c-9f15-f8961772977e"|"N2933240610"|"OpenStreetMap"|"19.9220513"|"39.7896387"|"SRID=4326;POINT (19.9220513 39.7896387)"|""|""|"BAR"|"EAT/DRINK"|"Hot Spot"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/09fac18e-3e02-322f-853f-1dfbb4408006"|"N1989297763"|"OpenStreetMap"|"19.6902499"|"39.6869534"|"SRID=4326;POINT (19.6902499 39.6869534)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Taverna Colombos"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/49f2d616-eaca-3913-a53a-ace3926ebb71"|"N2914267527"|"OpenStreetMap"|"19.9334869"|"39.4780791"|"SRID=4326;POINT (19.9334869 39.4780791)"|""|""|"BAR"|"EAT/DRINK"|"Oasis"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/057386dd-589a-3577-abfc-265b0b160f43"|"N1993275352"|"OpenStreetMap"|"19.8723015"|"39.7483634"|"SRID=4326;POINT (19.8723015 39.7483634)"|""|""|"CHRISTIAN"|"RELIGIOUS"|"Monastery of Ipsilos Pantocrator"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/70a2f5f5-92ec-33a9-8f35-d4ed3b7911df"|"N4970808005"|"OpenStreetMap"|"19.8434208"|"39.7059492"|"SRID=4326;POINT (19.8434208 39.7059492)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Moby Dick"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/b6364cff-6b85-3288-9db6-94bee2e63bbe"|"N4970808003"|"OpenStreetMap"|"19.8368465"|"39.6778423"|"SRID=4326;POINT (19.8368465 39.6778423)"|""|""|"HOTEL"|"ACCOMMODATION"|"Livadi Nafsika"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/43b34849-df43-3690-be0e-b910bf8988e6"|"2532"|"GET"|"20.11444128394625"|"39.3853211965071"|"SRID=4326;MULTIPOINT ((20.11444128394625 39.3853211965071))"|""|""|"Accommodation"|"ACCOMMODATION"|"Sun Marina Hotel; Sun Marina Hotel"|""|"2662061345"|"2662061147"|"info@corfusanmarina.com"|"http://www.corfusanmarina.com"|""|""|"49080"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/164c8c42-20bc-317c-a80c-80f6f03f1835"|"N3014136872"|"OpenStreetMap"|"19.8481564"|"39.6162177"|"SRID=4326;POINT (19.8481564 39.6162177)"|""|""|"HOTEL"|"ACCOMMODATION"|"Hotel Marida"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/67280168-7eb6-30f4-9d1d-a2fa1edb8308"|"W366030784"|"OpenStreetMap"|"19.818859503921747"|"39.58522021585327"|"SRID=4326;MULTIPOLYGON (((19.8187867 39.58539, 19.8191187 39.5853198, 19.8190109 39.5851962, 19.8189274 39.5850159, 19.8186106 39.5851663, 19.8187867 39.58539)))"|"128.36377708129808"|"965.5010353904495"|"RESTAURANT"|"EAT/DRINK"|"Spyros"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/1ce36bef-07b9-3dc4-935f-c96ca0824db2"|"N1987958786"|"OpenStreetMap"|"19.8377393"|"39.6848272"|"SRID=4326;POINT (19.8377393 39.6848272)"|""|""|"BUSSTOP"|"TRANSPORT"|"Dassia Terma"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/369eecbc-3050-3e23-9301-6ca665e8be1c"|"N2010893238"|"OpenStreetMap"|"20.0989193"|"39.4004486"|"SRID=4326;POINT (20.0989193 39.4004486)"|""|""|"HAMLET"|"SETTLEMENTS"|"Άγιος Πέτρος"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/ac1c2a4f-be30-300f-8e0d-d4ffa60bacc6"|"N3620043894"|"OpenStreetMap"|"19.8426341"|"39.6527763"|"SRID=4326;POINT (19.8426341 39.6527763)"|""|""|"PUB"|"EAT/DRINK"|"Melodies"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/b507f232-3744-3c12-a1cf-033dba390b23"|"N4394959893"|"OpenStreetMap"|"19.8371264"|"39.6739576"|"SRID=4326;POINT (19.8371264 39.6739576)"|""|""|"HOTEL"|"ACCOMMODATION"|"Penelope Appartments"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/24fe30f5-06ee-37c2-b393-2e2c1add7f52"|"N1983913629"|"OpenStreetMap"|"19.8378781"|"39.6964403"|"SRID=4326;POINT (19.8378781 39.6964403)"|""|""|"RESTAURANT"|"EAT/DRINK"|"Sally's"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/2c33f0e4-e181-34a0-ab79-13f49688113b"|"W459446447"|"OpenStreetMap"|"19.950200329954868"|"39.42921583410656"|"SRID=4326;MULTIPOLYGON (((19.9501211 39.4292848, 19.9503196 39.4292112, 19.9502796 39.4291469, 19.9500811 39.4292204, 19.9501211 39.4292848)))"|"53.729286892212635"|"150.13748982637784"|"SUPERMARKET"|"SHOP"|"Spiros"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
"http://slipo.eu/id/poi/0626276c-3e4a-38bc-9ffd-c6abcf05d0c3"|"4085"|"GET"|"19.898508941963716"|"39.623203510290224"|"SRID=4326;MULTIPOINT ((19.898508941963716 39.623203510290224))"|""|""|"ATM"|"BUSINESS"|"Τράπεζας Πειραιώς - Κέρκυρα; Piraeus Bank - Kerkira"|""|"2661081540"|"2661040561"|""|"http://www.piraeusbank.gr"|"Οδός Παλαιοκαστρίτσας 30"|""|"49100"|""|""|""|""|""|""|""
"http://slipo.eu/id/poi/5a039155-62e1-3efc-91cd-567bda6806f4"|"N488372413"|"OpenStreetMap"|"19.6671061"|"39.7881572"|"SRID=4326;POINT (19.6671061 39.7881572)"|""|""|"BEACH"|"NATURAL ATTRACTION"|"Logas Beach"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.0"
